mistralai_Mistral-7B-Instruct-v0.3_disguised-Qwen_Qwen2.5-VL-7B-Instruct_responses-500,Qwen/Qwen2.5-VL-7B-Instruct,random_sample_5_Name,disguise_as,method,model,ALL CAPS,Blockquotes,Bullets,Code Formatting,Emojis,Exclamations,First-Person Pronouns,Greeting (Start),Header/Title,Links,List,Long Sentences,Markdown,Math Symbols,Numbered Steps,Parentheses,Questions,Repetition,Sign-off (End),Starts with List,average_disguised_response_token_length,average_distance_disguise_target,average_distance_source_target,diff_avg_embedding_distance,heuristic_avg_score,heuristic_avg_score_source_target,heuristic_diff,heuristic_diff_normalized,length_diff,source_target_ALL CAPS,source_target_Blockquotes,source_target_Bullets,source_target_Code Formatting,source_target_Emojis,source_target_Exclamations,source_target_First-Person Pronouns,source_target_Greeting (Start),source_target_Header/Title,source_target_Links,source_target_List,source_target_Long Sentences,source_target_Markdown,source_target_Math Symbols,source_target_Numbered Steps,source_target_Parentheses,source_target_Questions,source_target_Repetition,source_target_Sign-off (End),source_target_Starts with List,heuristic_diff_max,max_heuristic_diff_name
meta-llama_Llama-3.1-8B-Instruct_disguised-microsoft_Phi-4-mini-instruct_responses-500,microsoft/Phi-4-mini-instruct,stylistic_clustering,meta-llama/Llama-3.1-8B-Instruct,0.816,1.0,0.816,0.956,1.0,0.81,0.71,0.978,0.922,0.992,0.718,0.634,0.752,0.762,0.886,0.758,0.908,0.934,0.998,0.934,416.244,0.6532899913863518,0.6427532415054522,-0.0081299370372,0.8642,0.8619000000000001,0.0022999999999998,0.0026685230305138,0.2185409267290582,0.788,1.0,0.728,0.98,1.0,0.802,0.67,0.98,0.93,0.994,0.75,0.79,0.752,0.806,0.854,0.744,0.836,0.946,0.998,0.89,0.12087911921869336,Bullets
microsoft_Phi-4-mini-instruct_disguised-microsoft_Phi-4-mini-instruct_responses-500,microsoft/Phi-4-mini-instruct,stylistic_clustering,microsoft/Phi-4-mini-instruct,0.842,1.0,0.856,0.988,0.998,0.852,0.8,0.982,0.944,0.994,0.796,0.71,0.766,0.792,0.872,0.79,0.942,0.956,0.998,0.954,240.826,0.5626570622129632,0.0010067205345619,-0.996427939614446,0.8916000000000001,1.0,-0.1083999999999999,-0.1083999999999999,-0.101339757357933,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Blockquotes
mistralai_Mistral-7B-Instruct-v0.3_disguised-microsoft_Phi-4-mini-instruct_responses-500,microsoft/Phi-4-mini-instruct,stylistic_clustering,mistralai/Mistral-7B-Instruct-v0.3,0.786,1.0,0.836,0.976,0.998,0.816,0.712,0.978,0.93,0.992,0.734,0.714,0.644,0.732,0.614,0.698,0.922,0.944,0.998,0.954,289.564,0.6609894886430002,0.6344838102603756,-0.0204602274744387,0.8489000000000001,0.8655000000000002,-0.0166,-0.0191796649335644,0.1025002808625175,0.806,0.998,0.844,0.98,0.998,0.834,0.73,0.982,0.934,0.982,0.786,0.714,0.668,0.754,0.734,0.77,0.916,0.95,0.994,0.936,0.01923076902531219,Starts with List
OpenGVLab_InternVL3-8B_disguised-microsoft_Phi-4-mini-instruct_responses-500,microsoft/Phi-4-mini-instruct,stylistic_clustering,OpenGVLab/InternVL3-8B,0.812,1.0,0.634,0.986,1.0,0.366,0.76,0.978,0.924,0.994,0.736,0.75,0.742,0.766,0.896,0.756,0.934,0.96,0.998,0.952,376.552,0.6129292576532656,0.5903265584889402,-0.0187846165886756,0.8472,0.8821999999999999,-0.0349999999999999,-0.0396735434141917,0.1422873440985708,0.828,1.0,0.772,0.982,0.998,0.806,0.788,0.98,0.796,0.99,0.782,0.812,0.784,0.822,0.89,0.786,0.936,0.95,0.986,0.956,0.16080401808035152,Header/Title
Qwen_Qwen2.5-VL-7B-Instruct_disguised-mistralai_Mistral-7B-Instruct-v0.3_responses-500,mistralai/Mistral-7B-Instruct-v0.3,stylistic_clustering,Qwen/Qwen2.5-VL-7B-Instruct,0.824,0.998,0.93,0.982,0.998,0.844,0.742,0.984,0.95,0.984,0.826,0.716,0.772,0.73,0.712,0.752,0.872,0.946,0.996,0.952,328.214,0.6307724469199625,0.6228131909764089,-0.0063491920319938,0.8755,0.8489999999999999,0.0265,0.0312131919905772,0.0095465856251819,0.818,0.998,0.756,0.98,0.998,0.854,0.726,0.988,0.808,0.982,0.706,0.74,0.624,0.744,0.69,0.744,0.92,0.96,0.996,0.948,0.23717948337853392,Markdown
meta-llama_Llama-3.1-8B-Instruct_disguised-mistralai_Mistral-7B-Instruct-v0.3_responses-500,mistralai/Mistral-7B-Instruct-v0.3,stylistic_clustering,meta-llama/Llama-3.1-8B-Instruct,0.818,0.998,0.872,0.976,0.998,0.796,0.68,0.982,0.93,0.982,0.732,0.64,0.662,0.736,0.7,0.75,0.888,0.96,0.996,0.906,369.898,0.657542847863386,0.6508465628506063,-0.0051179602631647,0.8501,0.8371999999999999,0.0129,0.0154085045389393,0.193846354064251,0.81,0.998,0.768,0.968,0.998,0.776,0.676,0.982,0.956,0.98,0.684,0.744,0.552,0.756,0.684,0.706,0.852,0.968,0.996,0.89,0.1992753587087797,Markdown
microsoft_Phi-4-mini-instruct_disguised-mistralai_Mistral-7B-Instruct-v0.3_responses-500,mistralai/Mistral-7B-Instruct-v0.3,stylistic_clustering,microsoft/Phi-4-mini-instruct,0.782,0.998,0.938,0.976,0.996,0.85,0.69,0.988,0.97,0.988,0.802,0.682,0.822,0.724,0.75,0.742,0.948,0.95,0.994,0.744,258.744,0.6764380658212351,0.6344862783775845,-0.0320016846351951,0.8667,0.8655000000000002,0.0011999999999998,0.0013864818024261,-0.15668046716606,0.806,0.998,0.844,0.98,0.998,0.834,0.73,0.982,0.934,0.982,0.786,0.714,0.668,0.754,0.734,0.77,0.916,0.95,0.994,0.936,0.23053891870450705,Markdown
mistralai_Mistral-7B-Instruct-v0.3_disguised-mistralai_Mistral-7B-Instruct-v0.3_responses-500,mistralai/Mistral-7B-Instruct-v0.3,stylistic_clustering,mistralai/Mistral-7B-Instruct-v0.3,0.822,0.998,0.948,0.986,0.998,0.84,0.732,0.988,0.976,0.986,0.85,0.694,0.88,0.748,0.828,0.732,0.956,0.986,0.994,0.928,257.392,0.5898804122213522,0.0008339070296115,-0.9971766148121518,0.8935000000000001,1.0,-0.1064999999999999,-0.1064999999999999,0.0106783328983829,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.0019999999800000023,Blockquotes
OpenGVLab_InternVL3-8B_disguised-mistralai_Mistral-7B-Instruct-v0.3_responses-500,mistralai/Mistral-7B-Instruct-v0.3,stylistic_clustering,OpenGVLab/InternVL3-8B,0.87,0.998,0.796,0.982,0.994,0.826,0.768,0.99,0.862,0.978,0.724,0.73,0.608,0.734,0.696,0.776,0.91,0.984,0.994,0.936,389.29,0.6135854449677618,0.6241552369616556,0.0085395851879227,0.8578000000000001,0.8351000000000001,0.0227,0.0271823733684589,0.2695012267027408,0.838,0.998,0.7,0.974,1.0,0.82,0.75,0.994,0.778,0.984,0.664,0.706,0.528,0.724,0.688,0.732,0.92,0.976,0.988,0.94,0.15151514864554633,Markdown
Qwen_Qwen2.5-VL-7B-Instruct_disguised-OpenGVLab_InternVL3-8B_responses-500,OpenGVLab/InternVL3-8B,stylistic_clustering,Qwen/Qwen2.5-VL-7B-Instruct,0.804,1.0,0.686,0.98,0.996,0.788,0.762,0.992,0.786,0.992,0.738,0.72,0.776,0.8,0.95,0.71,0.932,0.948,0.988,0.962,321.966,0.5927433103162125,0.5787933360594013,-0.0119074160419721,0.8655000000000002,0.8843,-0.0187999999999998,-0.0212597534773264,-0.3144759747520543,0.816,1.0,0.748,0.982,0.998,0.822,0.768,0.994,0.846,0.994,0.806,0.786,0.796,0.832,0.882,0.784,0.916,0.956,0.988,0.972,0.07709750479481281,Numbered Steps
meta-llama_Llama-3.1-8B-Instruct_disguised-OpenGVLab_InternVL3-8B_responses-500,OpenGVLab/InternVL3-8B,stylistic_clustering,meta-llama/Llama-3.1-8B-Instruct,0.804,1.0,0.724,0.966,0.998,0.752,0.73,0.984,0.764,0.99,0.708,0.768,0.786,0.826,0.942,0.734,0.882,0.952,0.988,0.934,392.098,0.6318937555231657,0.6126657833277236,-0.0154496202031406,0.8615999999999999,0.8643000000000001,-0.0027000000000001,-0.0031239153071851,-0.0766465542126338,0.792,1.0,0.72,0.974,0.998,0.728,0.702,0.984,0.794,0.992,0.796,0.806,0.804,0.852,0.88,0.766,0.852,0.956,0.988,0.902,0.07045454465392556,Numbered Steps
microsoft_Phi-4-mini-instruct_disguised-OpenGVLab_InternVL3-8B_responses-500,OpenGVLab/InternVL3-8B,stylistic_clustering,microsoft/Phi-4-mini-instruct,0.832,1.0,0.722,0.978,0.996,0.776,0.762,0.992,0.794,0.99,0.672,0.744,0.758,0.806,0.926,0.778,0.924,0.96,0.988,0.964,289.616,0.6063572696139198,0.590352833472801,-0.0133736951830171,0.8680999999999999,0.8821999999999999,-0.0141,-0.0159827703468601,-0.2981215874956766,0.828,1.0,0.772,0.982,0.998,0.806,0.788,0.98,0.796,0.99,0.782,0.812,0.784,0.822,0.89,0.786,0.936,0.95,0.986,0.956,0.04044943774775916,Numbered Steps
mistralai_Mistral-7B-Instruct-v0.3_disguised-OpenGVLab_InternVL3-8B_responses-500,OpenGVLab/InternVL3-8B,stylistic_clustering,mistralai/Mistral-7B-Instruct-v0.3,0.794,0.998,0.68,0.964,0.996,0.77,0.676,0.994,0.768,0.988,0.618,0.652,0.662,0.748,0.938,0.708,0.914,0.97,0.988,0.96,260.108,0.6697779225719276,0.6241671446834373,-0.0352493927622731,0.8393,0.8351000000000001,0.0041999999999999,0.0050293378038558,-0.2337453483341564,0.838,0.998,0.7,0.974,1.0,0.82,0.75,0.994,0.778,0.984,0.664,0.706,0.528,0.724,0.688,0.732,0.92,0.976,0.988,0.94,0.3633720877416848,Numbered Steps
OpenGVLab_InternVL3-8B_disguised-OpenGVLab_InternVL3-8B_responses-500,OpenGVLab/InternVL3-8B,stylistic_clustering,OpenGVLab/InternVL3-8B,0.846,1.0,0.76,0.984,0.996,0.75,0.802,0.988,0.8,0.984,0.808,0.836,0.826,0.87,0.958,0.79,0.898,0.976,0.988,0.972,361.984,0.5436662992873068,0.0005476544257105,-0.9979873561786716,0.8916000000000001,1.0,-0.1083999999999999,-0.1083999999999999,-0.1473808605185493,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Blockquotes
Qwen_Qwen2.5-VL-7B-Instruct_disguised-Qwen_Qwen2.5-VL-7B-Instruct_responses-500,Qwen/Qwen2.5-VL-7B-Instruct,embedding_clustering,Qwen/Qwen2.5-VL-7B-Instruct,0.824,1.0,0.788,0.976,0.978,0.848,0.758,0.984,0.84,0.994,0.75,0.73,0.78,0.82,0.892,0.752,0.914,0.942,0.998,0.978,399.438,0.5913647179579389,0.0007283436240524,-0.9975397663937948,0.8773,1.0,-0.1227,-0.1227,-0.1703581547896905,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Blockquotes
meta-llama_Llama-3.1-8B-Instruct_disguised-Qwen_Qwen2.5-VL-7B-Instruct_responses-500,Qwen/Qwen2.5-VL-7B-Instruct,embedding_clustering,meta-llama/Llama-3.1-8B-Instruct,0.792,1.0,0.724,0.974,1.0,0.832,0.726,0.986,0.68,0.992,0.694,0.734,0.762,0.808,0.878,0.732,0.88,0.948,1.0,0.934,495.166,0.6431932553229499,0.6362904464913297,-0.005394995514075,0.8538000000000002,0.8528000000000002,0.001,0.0011726078799249,0.1690919009859766,0.772,1.0,0.732,0.976,1.0,0.81,0.686,0.978,0.824,0.998,0.73,0.768,0.724,0.824,0.822,0.706,0.84,0.952,1.0,0.914,0.06812651985247549,Numbered Steps
microsoft_Phi-4-mini-instruct_disguised-Qwen_Qwen2.5-VL-7B-Instruct_responses-500,Qwen/Qwen2.5-VL-7B-Instruct,embedding_clustering,microsoft/Phi-4-mini-instruct,0.788,1.0,0.78,0.982,0.994,0.848,0.696,0.986,0.822,0.996,0.718,0.736,0.748,0.804,0.876,0.77,0.9,0.946,1.0,0.956,293.756,0.649877539149854,0.6136280608305985,-0.028689606377539,0.8673,0.8829,-0.0156,-0.017669045191981,-0.2083109595763908,0.82,1.0,0.78,0.988,1.0,0.888,0.736,0.982,0.834,0.996,0.808,0.762,0.796,0.814,0.848,0.774,0.924,0.954,0.998,0.956,0.03301886753515489,Numbered Steps
mistralai_Mistral-7B-Instruct-v0.3_disguised-Qwen_Qwen2.5-VL-7B-Instruct_responses-500,Qwen/Qwen2.5-VL-7B-Instruct,embedding_clustering,mistralai/Mistral-7B-Instruct-v0.3,0.792,0.994,0.704,0.986,0.996,0.852,0.642,0.986,0.786,0.986,0.708,0.73,0.722,0.774,0.764,0.706,0.932,0.958,1.0,0.972,308.866,0.6411473666452479,0.6228260216617123,-0.0144950401274478,0.8495000000000001,0.8489999999999999,0.0005000000000002,0.0005889281507659,-0.0717744149803407,0.818,0.998,0.756,0.98,0.998,0.854,0.726,0.988,0.808,0.982,0.706,0.74,0.624,0.744,0.69,0.744,0.92,0.96,0.996,0.948,0.15705127953443457,Markdown
OpenGVLab_InternVL3-8B_disguised-Qwen_Qwen2.5-VL-7B-Instruct_responses-500,Qwen/Qwen2.5-VL-7B-Instruct,embedding_clustering,OpenGVLab/InternVL3-8B,0.802,1.0,0.58,0.98,0.994,0.87,0.716,0.988,0.552,0.998,0.666,0.752,0.716,0.818,0.89,0.754,0.912,0.964,0.994,0.98,645.572,0.6004685699384513,0.5787952719051647,-0.0183786674909013,0.8463,0.8843,-0.0379999999999999,-0.0429718421350219,0.3180638927758585,0.816,1.0,0.748,0.982,0.998,0.822,0.768,0.994,0.846,0.994,0.806,0.786,0.796,0.832,0.882,0.784,0.916,0.956,0.988,0.972,0.05839415987355042,Exclamations
Qwen_Qwen2.5-VL-7B-Instruct_disguised-meta-llama_Llama-3.1-8B-Instruct_responses-500,meta-llama/Llama-3.1-8B-Instruct,embedding_clustering,Qwen/Qwen2.5-VL-7B-Instruct,0.798,1.0,0.778,0.976,1.0,0.828,0.662,0.982,0.934,0.996,0.688,0.662,0.714,0.786,0.902,0.708,0.866,0.936,0.998,0.91,314.572,0.6378028873838887,0.6363125510858528,-0.0011697027231895,0.8562000000000001,0.8528000000000002,0.0033999999999998,0.0039868667917446,-0.1753154094219239,0.772,1.0,0.732,0.976,1.0,0.81,0.686,0.978,0.824,0.998,0.73,0.768,0.724,0.824,0.822,0.706,0.84,0.952,1.0,0.914,0.1334951440109814,Header/Title
meta-llama_Llama-3.1-8B-Instruct_disguised-meta-llama_Llama-3.1-8B-Instruct_responses-500,meta-llama/Llama-3.1-8B-Instruct,embedding_clustering,meta-llama/Llama-3.1-8B-Instruct,0.82,1.0,0.766,0.976,0.998,0.894,0.686,0.994,0.932,0.994,0.746,0.706,0.776,0.83,0.894,0.77,0.842,0.976,1.0,0.926,499.18,0.582455738353072,0.0010388480896506,-0.9964392194416608,0.8763,1.0,-0.1237,-0.1237,0.2538267251521941,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Blockquotes
microsoft_Phi-4-mini-instruct_disguised-meta-llama_Llama-3.1-8B-Instruct_responses-500,meta-llama/Llama-3.1-8B-Instruct,embedding_clustering,microsoft/Phi-4-mini-instruct,0.736,1.0,0.764,0.968,1.0,0.764,0.688,0.974,0.94,0.992,0.656,0.692,0.614,0.738,0.822,0.726,0.848,0.936,0.996,0.788,270.404,0.6962685110236189,0.642758726504078,-0.039961684885767,0.8321,0.8619000000000001,-0.0298000000000001,-0.0345747766562248,-0.2635168896190213,0.788,1.0,0.728,0.98,1.0,0.802,0.67,0.98,0.93,0.994,0.75,0.79,0.752,0.806,0.854,0.744,0.836,0.946,0.998,0.89,0.049450548771283714,Bullets
mistralai_Mistral-7B-Instruct-v0.3_disguised-meta-llama_Llama-3.1-8B-Instruct_responses-500,meta-llama/Llama-3.1-8B-Instruct,embedding_clustering,mistralai/Mistral-7B-Instruct-v0.3,0.788,1.0,0.752,0.96,0.996,0.822,0.652,0.988,0.938,0.986,0.694,0.734,0.714,0.746,0.874,0.724,0.846,0.95,0.998,0.892,302.24,0.668431765899497,0.6508451297388826,-0.013330511751367,0.8526999999999999,0.8371999999999999,0.0154999999999999,0.018514094601051,-0.1442511733631494,0.81,0.998,0.768,0.968,0.998,0.776,0.676,0.982,0.956,0.98,0.684,0.744,0.552,0.756,0.684,0.706,0.852,0.968,0.996,0.89,0.29347825555292995,Markdown
OpenGVLab_InternVL3-8B_disguised-meta-llama_Llama-3.1-8B-Instruct_responses-500,meta-llama/Llama-3.1-8B-Instruct,embedding_clustering,OpenGVLab/InternVL3-8B,0.796,1.0,0.72,0.976,0.994,0.746,0.714,0.952,0.85,0.992,0.774,0.802,0.792,0.846,0.896,0.76,0.856,0.964,1.0,0.916,467.936,0.6028984313796234,0.6126572461219942,0.0080282745767997,0.8673,0.8643000000000001,0.0029999999999998,0.0034710170079832,0.122534643771445,0.792,1.0,0.72,0.974,0.998,0.728,0.702,0.984,0.794,0.992,0.796,0.806,0.804,0.852,0.88,0.766,0.852,0.956,0.988,0.902,0.07052896636613384,Header/Title
Qwen_Qwen2.5-VL-7B-Instruct_disguised-microsoft_Phi-4-mini-instruct_responses-500,microsoft/Phi-4-mini-instruct,embedding_clustering,Qwen/Qwen2.5-VL-7B-Instruct,0.812,1.0,0.854,0.984,1.0,0.854,0.79,0.984,0.914,0.994,0.816,0.706,0.808,0.802,0.914,0.764,0.924,0.946,0.996,0.964,402.576,0.5976695781698118,0.6136499861766255,0.0131925616304528,0.8912999999999999,0.8829,0.0083999999999998,0.0095141012572203,0.0851267753206956,0.82,1.0,0.78,0.988,1.0,0.888,0.736,0.982,0.834,0.996,0.808,0.762,0.796,0.814,0.848,0.774,0.924,0.954,0.998,0.956,0.09592326024072838,Header/Title
meta-llama_Llama-3.1-8B-Instruct_disguised-microsoft_Phi-4-mini-instruct_responses-500,microsoft/Phi-4-mini-instruct,embedding_clustering,meta-llama/Llama-3.1-8B-Instruct,0.784,1.0,0.742,0.98,1.0,0.836,0.7,0.986,0.708,0.984,0.696,0.754,0.638,0.764,0.876,0.73,0.844,0.946,0.998,0.928,503.102,0.6789791298081953,0.6427799727491754,-0.0273871063108102,0.8446999999999999,0.8619000000000001,-0.0172000000000002,-0.0199559113586265,0.3461113218507488,0.788,1.0,0.728,0.98,1.0,0.802,0.67,0.98,0.93,0.994,0.75,0.79,0.752,0.806,0.854,0.744,0.836,0.946,0.998,0.89,0.044776118734684664,First-Person Pronouns
microsoft_Phi-4-mini-instruct_disguised-microsoft_Phi-4-mini-instruct_responses-500,microsoft/Phi-4-mini-instruct,embedding_clustering,microsoft/Phi-4-mini-instruct,0.812,1.0,0.862,0.984,0.996,0.886,0.77,0.98,0.95,0.994,0.786,0.76,0.794,0.808,0.896,0.742,0.94,0.936,0.996,0.874,269.306,0.5844013721432819,0.000858420813022,-0.9970665307155788,0.8882999999999999,1.0,-0.1117000000000001,-0.1117000000000001,-0.1490122728884785,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Blockquotes
mistralai_Mistral-7B-Instruct-v0.3_disguised-microsoft_Phi-4-mini-instruct_responses-500,microsoft/Phi-4-mini-instruct,embedding_clustering,mistralai/Mistral-7B-Instruct-v0.3,0.792,1.0,0.832,0.954,0.998,0.838,0.738,0.978,0.94,0.982,0.732,0.71,0.702,0.736,0.798,0.704,0.916,0.944,0.998,0.954,277.518,0.6570317184904313,0.6344840197357065,-0.0174583228739384,0.8623000000000001,0.8655000000000002,-0.0032,-0.0036972848064703,0.0043917532263485,0.806,0.998,0.844,0.98,0.998,0.834,0.73,0.982,0.934,0.982,0.786,0.714,0.668,0.754,0.734,0.77,0.916,0.95,0.994,0.936,0.08719345930254149,Numbered Steps
OpenGVLab_InternVL3-8B_disguised-microsoft_Phi-4-mini-instruct_responses-500,microsoft/Phi-4-mini-instruct,embedding_clustering,OpenGVLab/InternVL3-8B,0.818,1.0,0.792,0.98,0.998,0.822,0.758,0.98,0.864,0.994,0.802,0.792,0.772,0.804,0.896,0.778,0.904,0.952,0.998,0.964,443.156,0.5842195361601219,0.5903487848801946,0.0052182990212472,0.8834,0.8821999999999999,0.0012,0.0013602357742009,0.2619510637924955,0.828,1.0,0.772,0.982,0.998,0.806,0.788,0.98,0.796,0.99,0.782,0.812,0.784,0.822,0.89,0.786,0.936,0.95,0.986,0.956,0.08542713460518668,Header/Title
Qwen_Qwen2.5-VL-7B-Instruct_disguised-mistralai_Mistral-7B-Instruct-v0.3_responses-500,mistralai/Mistral-7B-Instruct-v0.3,embedding_clustering,Qwen/Qwen2.5-VL-7B-Instruct,0.826,0.998,0.914,0.982,0.998,0.846,0.732,0.99,0.912,0.984,0.82,0.686,0.706,0.738,0.7,0.76,0.934,0.946,0.994,0.946,366.706,0.6232187010136926,0.6228144377892022,-0.000324440186943,0.8706000000000002,0.8489999999999999,0.0216000000000002,0.0254416961130745,0.0747099417567197,0.818,0.998,0.756,0.98,0.998,0.854,0.726,0.988,0.808,0.982,0.706,0.74,0.624,0.744,0.69,0.744,0.92,0.96,0.996,0.948,0.20899470623022878,Bullets
meta-llama_Llama-3.1-8B-Instruct_disguised-mistralai_Mistral-7B-Instruct-v0.3_responses-500,mistralai/Mistral-7B-Instruct-v0.3,embedding_clustering,meta-llama/Llama-3.1-8B-Instruct,0.822,0.998,0.812,0.978,0.998,0.802,0.678,0.984,0.918,0.984,0.694,0.656,0.578,0.73,0.662,0.75,0.9,0.97,0.996,0.928,476.656,0.6568738191361019,0.6508547029517711,-0.0046027260877669,0.8419000000000001,0.8371999999999999,0.0047000000000001,0.0056139512661253,0.3627256761971095,0.81,0.998,0.768,0.968,0.998,0.776,0.676,0.982,0.956,0.98,0.684,0.744,0.552,0.756,0.684,0.706,0.852,0.968,0.996,0.89,0.062322945292876186,Parentheses
microsoft_Phi-4-mini-instruct_disguised-mistralai_Mistral-7B-Instruct-v0.3_responses-500,mistralai/Mistral-7B-Instruct-v0.3,embedding_clustering,microsoft/Phi-4-mini-instruct,0.752,0.998,0.95,0.978,0.994,0.864,0.718,0.986,0.968,0.982,0.814,0.712,0.856,0.708,0.772,0.754,0.944,0.95,0.996,0.926,261.148,0.6566631146717199,0.6344756593948586,-0.0171844078440766,0.8810999999999998,0.8655000000000002,0.0155999999999996,0.018024263431542,-0.0744483703930148,0.806,0.998,0.844,0.98,0.998,0.834,0.73,0.982,0.934,0.982,0.786,0.714,0.668,0.754,0.734,0.77,0.916,0.95,0.994,0.936,0.2814371215353723,Markdown
mistralai_Mistral-7B-Instruct-v0.3_disguised-mistralai_Mistral-7B-Instruct-v0.3_responses-500,mistralai/Mistral-7B-Instruct-v0.3,embedding_clustering,mistralai/Mistral-7B-Instruct-v0.3,0.816,0.998,0.96,0.984,0.998,0.852,0.738,0.982,0.964,0.984,0.85,0.732,0.856,0.706,0.824,0.726,0.93,0.99,0.996,0.938,263.92,0.5965256758901555,0.0009494942185918,-0.996821644593468,0.8911999999999999,1.0,-0.1088000000000001,-0.1088000000000001,0.1019654126486417,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.0019999999800000023,Blockquotes
OpenGVLab_InternVL3-8B_disguised-mistralai_Mistral-7B-Instruct-v0.3_responses-500,mistralai/Mistral-7B-Instruct-v0.3,embedding_clustering,OpenGVLab/InternVL3-8B,0.844,0.998,0.76,0.98,0.994,0.69,0.736,0.984,0.854,0.976,0.656,0.73,0.538,0.732,0.67,0.744,0.912,0.988,0.996,0.944,425.462,0.6223806235820145,0.6241651898046894,0.0014316090138929,0.8362999999999999,0.8351000000000001,0.0011999999999998,0.0014369536582443,0.27484512386486,0.838,0.998,0.7,0.974,1.0,0.82,0.75,0.994,0.778,0.984,0.664,0.706,0.528,0.724,0.688,0.732,0.92,0.976,0.988,0.94,0.09768637406572778,Header/Title
Qwen_Qwen2.5-VL-7B-Instruct_disguised-OpenGVLab_InternVL3-8B_responses-500,OpenGVLab/InternVL3-8B,embedding_clustering,Qwen/Qwen2.5-VL-7B-Instruct,0.822,1.0,0.71,0.98,0.998,0.752,0.784,0.99,0.812,0.99,0.62,0.652,0.66,0.754,0.94,0.708,0.924,0.932,0.984,0.97,347.43,0.6124934020108777,0.5787933933211342,-0.0282887452641924,0.8491,0.8843,-0.0352,-0.0398054958724414,-0.3083537158895842,0.816,1.0,0.748,0.982,0.998,0.822,0.768,0.994,0.846,0.994,0.806,0.786,0.796,0.832,0.882,0.784,0.916,0.956,0.988,0.972,0.06575963644263444,Numbered Steps
meta-llama_Llama-3.1-8B-Instruct_disguised-OpenGVLab_InternVL3-8B_responses-500,OpenGVLab/InternVL3-8B,embedding_clustering,meta-llama/Llama-3.1-8B-Instruct,0.808,1.0,0.696,0.91,0.998,0.75,0.686,0.99,0.656,0.984,0.73,0.728,0.808,0.854,0.932,0.758,0.84,0.968,0.988,0.938,565.38,0.6410252103962413,0.6126631772680384,-0.022622872962111,0.8511,0.8643000000000001,-0.0132000000000001,-0.0152724748351268,0.1401641479986548,0.792,1.0,0.72,0.974,0.998,0.728,0.702,0.984,0.794,0.992,0.796,0.806,0.804,0.852,0.88,0.766,0.852,0.956,0.988,0.902,0.059090908419421544,Numbered Steps
microsoft_Phi-4-mini-instruct_disguised-OpenGVLab_InternVL3-8B_responses-500,OpenGVLab/InternVL3-8B,embedding_clustering,microsoft/Phi-4-mini-instruct,0.83,1.0,0.72,0.982,0.994,0.792,0.726,0.988,0.82,0.994,0.708,0.732,0.752,0.794,0.934,0.75,0.916,0.956,0.988,0.95,343.582,0.6327108247778622,0.5903510510280398,-0.0346342033774135,0.8663000000000001,0.8821999999999999,-0.0158999999999998,-0.0180231240081611,-0.2495734540323759,0.828,1.0,0.772,0.982,0.998,0.806,0.788,0.98,0.796,0.99,0.782,0.812,0.784,0.822,0.89,0.786,0.936,0.95,0.986,0.956,0.04943820169170564,Numbered Steps
mistralai_Mistral-7B-Instruct-v0.3_disguised-OpenGVLab_InternVL3-8B_responses-500,OpenGVLab/InternVL3-8B,embedding_clustering,mistralai/Mistral-7B-Instruct-v0.3,0.788,0.998,0.68,0.974,0.998,0.796,0.724,0.982,0.782,0.986,0.646,0.68,0.642,0.742,0.922,0.72,0.904,0.97,0.988,0.952,305.048,0.6601056698548575,0.6241678370273264,-0.0279830056720371,0.8437000000000001,0.8351000000000001,0.0086,0.0102981678840858,-0.2209771701002249,0.838,0.998,0.7,0.974,1.0,0.82,0.75,0.994,0.778,0.984,0.664,0.706,0.528,0.724,0.688,0.732,0.92,0.976,0.988,0.94,0.3401162741262171,Numbered Steps
