Name,heuristic_avg_score,semantic_score,stylistic_score,similarity_score_1_10,input_file_a,input_file_b,source,target
microsoft_Phi-4-mini-instruct_vs_gpt-3.5,0.8528,3.237474949899799,2.5741482965931866,6.577154308617234,disguising/model-responses/base_500/microsoft_Phi-4-mini-instruct.csv,disguising/model-responses/base_500/gpt-3.5.csv,microsoft_Phi-4-mini-instruct,gpt-3.5
microsoft_Phi-3.5-mini-instruct_vs_meta-llama_Llama-3.2-3B-Instruct,0.8524,3.349,2.517,6.656,disguising/model-responses/base_500/microsoft_Phi-3.5-mini-instruct.csv,disguising/model-responses/base_500/meta-llama_Llama-3.2-3B-Instruct.csv,microsoft_Phi-3.5-mini-instruct,meta-llama_Llama-3.2-3B-Instruct
meta-llama_Llama-3.2-3B-Instruct_vs_microsoft_Phi-3.5-mini-instruct,0.8524,3.324,2.532,6.796,disguising/model-responses/base_500/meta-llama_Llama-3.2-3B-Instruct.csv,disguising/model-responses/base_500/microsoft_Phi-3.5-mini-instruct.csv,meta-llama_Llama-3.2-3B-Instruct,microsoft_Phi-3.5-mini-instruct
Qwen_Qwen2.5-1.5B-Instruct_vs_microsoft_Phi-4-mini-instruct,0.8496999999999998,3.211,2.467,6.413827655310621,disguising/model-responses/base_500/Qwen_Qwen2.5-1.5B-Instruct.csv,disguising/model-responses/base_500/microsoft_Phi-4-mini-instruct.csv,Qwen_Qwen2.5-1.5B-Instruct,microsoft_Phi-4-mini-instruct
microsoft_Phi-4-mini-instruct_vs_Qwen_Qwen2.5-1.5B-Instruct,0.8496999999999998,3.039,2.376,5.901606425702811,disguising/model-responses/base_500/microsoft_Phi-4-mini-instruct.csv,disguising/model-responses/base_500/Qwen_Qwen2.5-1.5B-Instruct.csv,microsoft_Phi-4-mini-instruct,Qwen_Qwen2.5-1.5B-Instruct
microsoft_Phi-4-mini-instruct_vs_mistralai_Mistral-7B-Instruct-v0.1,0.8491000000000002,3.018,2.391,5.905811623246493,disguising/model-responses/base_500/microsoft_Phi-4-mini-instruct.csv,disguising/model-responses/base_500/mistralai_Mistral-7B-Instruct-v0.1.csv,microsoft_Phi-4-mini-instruct,mistralai_Mistral-7B-Instruct-v0.1
mistralai_Mistral-7B-Instruct-v0.1_vs_microsoft_Phi-4-mini-instruct,0.8491000000000002,3.14,2.378,6.425851703406813,disguising/model-responses/base_500/mistralai_Mistral-7B-Instruct-v0.1.csv,disguising/model-responses/base_500/microsoft_Phi-4-mini-instruct.csv,mistralai_Mistral-7B-Instruct-v0.1,microsoft_Phi-4-mini-instruct
mistralai_Mistral-7B-Instruct-v0.1_vs_microsoft_Phi-4-multimodal-instruct,0.8491,3.208416833667335,2.3987975951903806,6.400801603206413,disguising/model-responses/base_500/mistralai_Mistral-7B-Instruct-v0.1.csv,disguising/model-responses/base_500/microsoft_Phi-4-multimodal-instruct.csv,mistralai_Mistral-7B-Instruct-v0.1,microsoft_Phi-4-multimodal-instruct
microsoft_Phi-4-multimodal-instruct_vs_mistralai_Mistral-7B-Instruct-v0.1,0.8491,3.018,2.374,5.947,disguising/model-responses/base_500/microsoft_Phi-4-multimodal-instruct.csv,disguising/model-responses/base_500/mistralai_Mistral-7B-Instruct-v0.1.csv,microsoft_Phi-4-multimodal-instruct,mistralai_Mistral-7B-Instruct-v0.1
Qwen_Qwen2.5-VL-7B-Instruct_vs_mistralai_Mistral-7B-Instruct-v0.3,0.8488999999999999,3.383,2.611,6.808,disguising/model-responses/base_500/Qwen_Qwen2.5-VL-7B-Instruct.csv,disguising/model-responses/base_500/mistralai_Mistral-7B-Instruct-v0.3.csv,Qwen_Qwen2.5-VL-7B-Instruct,mistralai_Mistral-7B-Instruct-v0.3
gpt-4o_vs_Qwen_Qwen2.5-1.5B-Instruct,0.8488999999999999,3.0511022044088176,2.400801603206413,5.8843058350100605,disguising/model-responses/base_500/gpt-4o.csv,disguising/model-responses/base_500/Qwen_Qwen2.5-1.5B-Instruct.csv,gpt-4o,Qwen_Qwen2.5-1.5B-Instruct
mistralai_Mistral-7B-Instruct-v0.3_vs_Qwen_Qwen2.5-VL-7B-Instruct,0.8488999999999999,3.341,2.557,6.927565392354125,disguising/model-responses/base_500/mistralai_Mistral-7B-Instruct-v0.3.csv,disguising/model-responses/base_500/Qwen_Qwen2.5-VL-7B-Instruct.csv,mistralai_Mistral-7B-Instruct-v0.3,Qwen_Qwen2.5-VL-7B-Instruct
Qwen_Qwen2.5-1.5B-Instruct_vs_gpt-4o,0.8488999999999999,3.192,2.417,6.566132264529058,disguising/model-responses/base_500/Qwen_Qwen2.5-1.5B-Instruct.csv,disguising/model-responses/base_500/gpt-4o.csv,Qwen_Qwen2.5-1.5B-Instruct,gpt-4o
Qwen_Qwen2.5-1.5B-Instruct_vs_Qwen_Qwen2.5-VL-7B-Instruct,0.8478000000000001,3.287,2.473,6.595190380761523,disguising/model-responses/base_500/Qwen_Qwen2.5-1.5B-Instruct.csv,disguising/model-responses/base_500/Qwen_Qwen2.5-VL-7B-Instruct.csv,Qwen_Qwen2.5-1.5B-Instruct,Qwen_Qwen2.5-VL-7B-Instruct
Qwen_Qwen2.5-VL-7B-Instruct_vs_Qwen_Qwen2.5-1.5B-Instruct,0.8478000000000001,3.096,2.424,6.198795180722891,disguising/model-responses/base_500/Qwen_Qwen2.5-VL-7B-Instruct.csv,disguising/model-responses/base_500/Qwen_Qwen2.5-1.5B-Instruct.csv,Qwen_Qwen2.5-VL-7B-Instruct,Qwen_Qwen2.5-1.5B-Instruct
deepseek-ai_DeepSeek-R1-Distill-Llama-8B_vs_Qwen_Qwen3-1.7B,0.8475929978118162,3.56401766004415,2.827814569536424,7.369230769230769,disguising/model-responses/base_500/deepseek-ai_DeepSeek-R1-Distill-Llama-8B.csv,disguising/model-responses/base_500/Qwen_Qwen3-1.7B.csv,deepseek-ai_DeepSeek-R1-Distill-Llama-8B,Qwen_Qwen3-1.7B
Qwen_Qwen3-1.7B_vs_deepseek-ai_DeepSeek-R1-Distill-Llama-8B,0.8475929978118162,3.536184210526316,2.7467105263157894,7.3512035010940915,disguising/model-responses/base_500/Qwen_Qwen3-1.7B.csv,disguising/model-responses/base_500/deepseek-ai_DeepSeek-R1-Distill-Llama-8B.csv,Qwen_Qwen3-1.7B,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
deepseek-ai_DeepSeek-R1-Distill-Llama-8B_vs_Qwen_Qwen3-4B,0.8465324384787472,3.620224719101123,2.9741573033707867,7.5347533632287,disguising/model-responses/base_500/deepseek-ai_DeepSeek-R1-Distill-Llama-8B.csv,disguising/model-responses/base_500/Qwen_Qwen3-4B.csv,deepseek-ai_DeepSeek-R1-Distill-Llama-8B,Qwen_Qwen3-4B
Qwen_Qwen3-4B_vs_deepseek-ai_DeepSeek-R1-Distill-Llama-8B,0.8465324384787472,3.54237668161435,2.791031390134529,7.418161434977579,disguising/model-responses/base_500/Qwen_Qwen3-4B.csv,disguising/model-responses/base_500/deepseek-ai_DeepSeek-R1-Distill-Llama-8B.csv,Qwen_Qwen3-4B,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
gpt-4o_vs_gpt-3.5,0.8458,3.410821643286573,2.685370741482966,7.129,disguising/model-responses/base_500/gpt-4o.csv,disguising/model-responses/base_500/gpt-3.5.csv,gpt-4o,gpt-3.5
gpt-3.5_vs_gpt-4o,0.8458,3.406813627254509,2.533066132264529,7.241,disguising/model-responses/base_500/gpt-3.5.csv,disguising/model-responses/base_500/gpt-4o.csv,gpt-3.5,gpt-4o
Qwen_Qwen2.5-Coder-7B-Instruct_vs_Qwen_Qwen2.5-VL-7B-Instruct,0.8457000000000001,3.254,2.498,6.744488977955911,disguising/model-responses/base_500/Qwen_Qwen2.5-Coder-7B-Instruct.csv,disguising/model-responses/base_500/Qwen_Qwen2.5-VL-7B-Instruct.csv,Qwen_Qwen2.5-Coder-7B-Instruct,Qwen_Qwen2.5-VL-7B-Instruct
Qwen_Qwen2.5-VL-7B-Instruct_vs_Qwen_Qwen2.5-Coder-7B-Instruct,0.8457000000000001,3.245,2.541,6.586172344689379,disguising/model-responses/base_500/Qwen_Qwen2.5-VL-7B-Instruct.csv,disguising/model-responses/base_500/Qwen_Qwen2.5-Coder-7B-Instruct.csv,Qwen_Qwen2.5-VL-7B-Instruct,Qwen_Qwen2.5-Coder-7B-Instruct
mistralai_Mistral-7B-Instruct-v0.1_vs_gpt-4o,0.8449,3.214,2.332,6.609218436873747,disguising/model-responses/base_500/mistralai_Mistral-7B-Instruct-v0.1.csv,disguising/model-responses/base_500/gpt-4o.csv,mistralai_Mistral-7B-Instruct-v0.1,gpt-4o
gpt-4o_vs_mistralai_Mistral-7B-Instruct-v0.1,0.8449,3.066,2.378,6.0030060120240485,disguising/model-responses/base_500/gpt-4o.csv,disguising/model-responses/base_500/mistralai_Mistral-7B-Instruct-v0.1.csv,gpt-4o,mistralai_Mistral-7B-Instruct-v0.1
Qwen_Qwen3-8B_vs_deepseek-ai_DeepSeek-R1-Distill-Llama-8B,0.8407692307692308,3.5307692307692307,2.787912087912088,7.55054945054945,disguising/model-responses/base_500/Qwen_Qwen3-8B.csv,disguising/model-responses/base_500/deepseek-ai_DeepSeek-R1-Distill-Llama-8B.csv,Qwen_Qwen3-8B,deepseek-ai_DeepSeek-R1-Distill-Llama-8B
deepseek-ai_DeepSeek-R1-Distill-Llama-8B_vs_Qwen_Qwen3-8B,0.8407692307692308,3.633630289532294,2.938752783964365,7.639380530973451,disguising/model-responses/base_500/deepseek-ai_DeepSeek-R1-Distill-Llama-8B.csv,disguising/model-responses/base_500/Qwen_Qwen3-8B.csv,deepseek-ai_DeepSeek-R1-Distill-Llama-8B,Qwen_Qwen3-8B
mistralai_Mistral-7B-Instruct-v0.3_vs_meta-llama_Llama-3.1-8B-Instruct,0.8371000000000001,3.3326653306613228,2.4539078156312626,6.637274549098197,disguising/model-responses/base_500/mistralai_Mistral-7B-Instruct-v0.3.csv,disguising/model-responses/base_500/meta-llama_Llama-3.1-8B-Instruct.csv,mistralai_Mistral-7B-Instruct-v0.3,meta-llama_Llama-3.1-8B-Instruct
meta-llama_Llama-3.1-8B-Instruct_vs_mistralai_Mistral-7B-Instruct-v0.3,0.8371000000000001,3.270541082164329,2.512024048096192,6.5551102204408815,disguising/model-responses/base_500/meta-llama_Llama-3.1-8B-Instruct.csv,disguising/model-responses/base_500/mistralai_Mistral-7B-Instruct-v0.3.csv,meta-llama_Llama-3.1-8B-Instruct,mistralai_Mistral-7B-Instruct-v0.3
Qwen_Qwen2.5-Coder-7B-Instruct_vs_microsoft_Phi-3.5-mini-instruct,0.8368,3.232,2.372,6.623,disguising/model-responses/base_500/Qwen_Qwen2.5-Coder-7B-Instruct.csv,disguising/model-responses/base_500/microsoft_Phi-3.5-mini-instruct.csv,Qwen_Qwen2.5-Coder-7B-Instruct,microsoft_Phi-3.5-mini-instruct
microsoft_Phi-3.5-mini-instruct_vs_Qwen_Qwen2.5-Coder-7B-Instruct,0.8368,3.208,2.472,6.406,disguising/model-responses/base_500/microsoft_Phi-3.5-mini-instruct.csv,disguising/model-responses/base_500/Qwen_Qwen2.5-Coder-7B-Instruct.csv,microsoft_Phi-3.5-mini-instruct,Qwen_Qwen2.5-Coder-7B-Instruct
Qwen_Qwen2.5-VL-7B-Instruct_vs_mistralai_Mistral-7B-Instruct-v0.1,0.8366,3.102,2.374,6.123246492985972,disguising/model-responses/base_500/Qwen_Qwen2.5-VL-7B-Instruct.csv,disguising/model-responses/base_500/mistralai_Mistral-7B-Instruct-v0.1.csv,Qwen_Qwen2.5-VL-7B-Instruct,mistralai_Mistral-7B-Instruct-v0.1
mistralai_Mistral-7B-Instruct-v0.1_vs_Qwen_Qwen2.5-VL-7B-Instruct,0.8366,3.231,2.372,6.390781563126253,disguising/model-responses/base_500/mistralai_Mistral-7B-Instruct-v0.1.csv,disguising/model-responses/base_500/Qwen_Qwen2.5-VL-7B-Instruct.csv,mistralai_Mistral-7B-Instruct-v0.1,Qwen_Qwen2.5-VL-7B-Instruct
Qwen_Qwen2.5-VL-7B-Instruct_vs_gpt-3.5,0.8351,3.31563126252505,2.5160320641282565,6.744,disguising/model-responses/base_500/Qwen_Qwen2.5-VL-7B-Instruct.csv,disguising/model-responses/base_500/gpt-3.5.csv,Qwen_Qwen2.5-VL-7B-Instruct,gpt-3.5
gpt-3.5_vs_Qwen_Qwen2.5-VL-7B-Instruct,0.8351,3.248,2.344,6.673,disguising/model-responses/base_500/gpt-3.5.csv,disguising/model-responses/base_500/Qwen_Qwen2.5-VL-7B-Instruct.csv,gpt-3.5,Qwen_Qwen2.5-VL-7B-Instruct
mistralai_Mistral-7B-Instruct-v0.3_vs_OpenGVLab_InternVL3-8B,0.8348000000000001,3.403,2.568,7.056224899598393,disguising/model-responses/base_500/mistralai_Mistral-7B-Instruct-v0.3.csv,disguising/model-responses/base_500/OpenGVLab_InternVL3-8B.csv,mistralai_Mistral-7B-Instruct-v0.3,OpenGVLab_InternVL3-8B
OpenGVLab_InternVL3-8B_vs_mistralai_Mistral-7B-Instruct-v0.3,0.8348000000000001,3.348,2.57,6.801,disguising/model-responses/base_500/OpenGVLab_InternVL3-8B.csv,disguising/model-responses/base_500/mistralai_Mistral-7B-Instruct-v0.3.csv,OpenGVLab_InternVL3-8B,mistralai_Mistral-7B-Instruct-v0.3
Qwen_Qwen2.5-1.5B-Instruct_vs_microsoft_Phi-3.5-mini-instruct,0.8337,3.274,2.38,6.47,disguising/model-responses/base_500/Qwen_Qwen2.5-1.5B-Instruct.csv,disguising/model-responses/base_500/microsoft_Phi-3.5-mini-instruct.csv,Qwen_Qwen2.5-1.5B-Instruct,microsoft_Phi-3.5-mini-instruct
microsoft_Phi-3.5-mini-instruct_vs_Qwen_Qwen2.5-1.5B-Instruct,0.8337,3.102,2.382,5.969818913480886,disguising/model-responses/base_500/microsoft_Phi-3.5-mini-instruct.csv,disguising/model-responses/base_500/Qwen_Qwen2.5-1.5B-Instruct.csv,microsoft_Phi-3.5-mini-instruct,Qwen_Qwen2.5-1.5B-Instruct
mistralai_Mistral-7B-Instruct-v0.1_vs_microsoft_Phi-3.5-mini-instruct,0.8311000000000002,3.178,2.232,6.292,disguising/model-responses/base_500/mistralai_Mistral-7B-Instruct-v0.1.csv,disguising/model-responses/base_500/microsoft_Phi-3.5-mini-instruct.csv,mistralai_Mistral-7B-Instruct-v0.1,microsoft_Phi-3.5-mini-instruct
microsoft_Phi-3.5-mini-instruct_vs_mistralai_Mistral-7B-Instruct-v0.1,0.8311000000000002,3.022,2.266,5.735,disguising/model-responses/base_500/microsoft_Phi-3.5-mini-instruct.csv,disguising/model-responses/base_500/mistralai_Mistral-7B-Instruct-v0.1.csv,microsoft_Phi-3.5-mini-instruct,mistralai_Mistral-7B-Instruct-v0.1
google_gemma-2-2b-it_vs_microsoft_Phi-4-mini-reasoning,0.8273100616016427,3.222680412371134,2.241237113402062,6.743775933609959,disguising/model-responses/base_500/google_gemma-2-2b-it.csv,disguising/model-responses/base_500/microsoft_Phi-4-mini-reasoning.csv,google_gemma-2-2b-it,microsoft_Phi-4-mini-reasoning
microsoft_Phi-4-mini-reasoning_vs_google_gemma-2-2b-it,0.8273100616016427,3.3060796645702304,2.6635220125786163,6.120567375886525,disguising/model-responses/base_500/microsoft_Phi-4-mini-reasoning.csv,disguising/model-responses/base_500/google_gemma-2-2b-it.csv,microsoft_Phi-4-mini-reasoning,google_gemma-2-2b-it
google_gemma-2-2b-it_vs_Qwen_Qwen3-4B,0.8272448979591838,3.350715746421268,2.371165644171779,6.789690721649484,disguising/model-responses/base_500/google_gemma-2-2b-it.csv,disguising/model-responses/base_500/Qwen_Qwen3-4B.csv,google_gemma-2-2b-it,Qwen_Qwen3-4B
Qwen_Qwen3-4B_vs_google_gemma-2-2b-it,0.8272448979591838,3.410677618069815,2.726899383983573,6.634174311926605,disguising/model-responses/base_500/Qwen_Qwen3-4B.csv,disguising/model-responses/base_500/google_gemma-2-2b-it.csv,Qwen_Qwen3-4B,google_gemma-2-2b-it
meta-llama_Llama-3.2-3B-Instruct_vs_mistralai_Mistral-7B-Instruct-v0.3,0.8272,3.242,2.471,6.514028056112225,disguising/model-responses/base_500/meta-llama_Llama-3.2-3B-Instruct.csv,disguising/model-responses/base_500/mistralai_Mistral-7B-Instruct-v0.3.csv,meta-llama_Llama-3.2-3B-Instruct,mistralai_Mistral-7B-Instruct-v0.3
mistralai_Mistral-7B-Instruct-v0.3_vs_meta-llama_Llama-3.2-3B-Instruct,0.8272,3.2715430861723447,2.43186372745491,6.478957915831663,disguising/model-responses/base_500/mistralai_Mistral-7B-Instruct-v0.3.csv,disguising/model-responses/base_500/meta-llama_Llama-3.2-3B-Instruct.csv,mistralai_Mistral-7B-Instruct-v0.3,meta-llama_Llama-3.2-3B-Instruct
Qwen_Qwen3-4B_vs_google_gemma-1.1-7b-it,0.8269938650306748,3.463991769547325,2.718106995884773,6.574200913242009,disguising/model-responses/base_500/Qwen_Qwen3-4B.csv,disguising/model-responses/base_500/google_gemma-1.1-7b-it.csv,Qwen_Qwen3-4B,google_gemma-1.1-7b-it
google_gemma-1.1-7b-it_vs_Qwen_Qwen3-4B,0.8269938650306748,3.297330595482546,2.297741273100616,6.907407407407407,disguising/model-responses/base_500/google_gemma-1.1-7b-it.csv,disguising/model-responses/base_500/Qwen_Qwen3-4B.csv,google_gemma-1.1-7b-it,Qwen_Qwen3-4B
meta-llama_Llama-3-8B-Instruct_vs_Qwen_Qwen3-4B,0.826701030927835,3.3247422680412373,2.3030927835051545,6.904365904365904,disguising/model-responses/base_500/meta-llama_Llama-3-8B-Instruct.csv,disguising/model-responses/base_500/Qwen_Qwen3-4B.csv,meta-llama_Llama-3-8B-Instruct,Qwen_Qwen3-4B
Qwen_Qwen3-4B_vs_meta-llama_Llama-3-8B-Instruct,0.826701030927835,3.406832298136646,2.675983436853002,6.586605080831409,disguising/model-responses/base_500/Qwen_Qwen3-4B.csv,disguising/model-responses/base_500/meta-llama_Llama-3-8B-Instruct.csv,Qwen_Qwen3-4B,meta-llama_Llama-3-8B-Instruct
gpt-3.5_vs_microsoft_Phi-3.5-mini-instruct,0.8266,3.219,2.289,6.581,disguising/model-responses/base_500/gpt-3.5.csv,disguising/model-responses/base_500/microsoft_Phi-3.5-mini-instruct.csv,gpt-3.5,microsoft_Phi-3.5-mini-instruct
microsoft_Phi-3.5-mini-instruct_vs_gpt-3.5,0.8266,3.28,2.49,6.698,disguising/model-responses/base_500/microsoft_Phi-3.5-mini-instruct.csv,disguising/model-responses/base_500/gpt-3.5.csv,microsoft_Phi-3.5-mini-instruct,gpt-3.5
OpenGVLab_InternVL3-8B_vs_Qwen_Qwen2.5-Coder-7B-Instruct,0.8261999999999998,3.214,2.496,6.603206412825651,disguising/model-responses/base_500/OpenGVLab_InternVL3-8B.csv,disguising/model-responses/base_500/Qwen_Qwen2.5-Coder-7B-Instruct.csv,OpenGVLab_InternVL3-8B,Qwen_Qwen2.5-Coder-7B-Instruct
Qwen_Qwen2.5-Coder-7B-Instruct_vs_OpenGVLab_InternVL3-8B,0.8261999999999998,3.316,2.464,6.813253012048193,disguising/model-responses/base_500/Qwen_Qwen2.5-Coder-7B-Instruct.csv,disguising/model-responses/base_500/OpenGVLab_InternVL3-8B.csv,Qwen_Qwen2.5-Coder-7B-Instruct,OpenGVLab_InternVL3-8B
google_gemma-2-2b-it_vs_Qwen_Qwen3-8B,0.8252556237218813,3.376796714579056,2.3747433264887063,6.841188524590164,disguising/model-responses/base_500/google_gemma-2-2b-it.csv,disguising/model-responses/base_500/Qwen_Qwen3-8B.csv,google_gemma-2-2b-it,Qwen_Qwen3-8B
Qwen_Qwen3-8B_vs_google_gemma-2-2b-it,0.8252556237218813,3.4620901639344264,2.70594262295082,6.681506849315069,disguising/model-responses/base_500/Qwen_Qwen3-8B.csv,disguising/model-responses/base_500/google_gemma-2-2b-it.csv,Qwen_Qwen3-8B,google_gemma-2-2b-it
Qwen_Qwen3-8B_vs_meta-llama_Llama-3-8B-Instruct,0.824640657084189,3.4084362139917697,2.6995884773662557,6.479638009049774,disguising/model-responses/base_500/Qwen_Qwen3-8B.csv,disguising/model-responses/base_500/meta-llama_Llama-3-8B-Instruct.csv,Qwen_Qwen3-8B,meta-llama_Llama-3-8B-Instruct
meta-llama_Llama-3-8B-Instruct_vs_Qwen_Qwen3-8B,0.824640657084189,3.339300411522634,2.3781893004115227,6.805954825462012,disguising/model-responses/base_500/meta-llama_Llama-3-8B-Instruct.csv,disguising/model-responses/base_500/Qwen_Qwen3-8B.csv,meta-llama_Llama-3-8B-Instruct,Qwen_Qwen3-8B
Qwen_Qwen3-4B_vs_mistralai_Mistral-7B-Instruct-v0.2,0.8245867768595041,3.4307851239669422,2.676652892561984,6.548498845265589,disguising/model-responses/base_500/Qwen_Qwen3-4B.csv,disguising/model-responses/base_500/mistralai_Mistral-7B-Instruct-v0.2.csv,Qwen_Qwen3-4B,mistralai_Mistral-7B-Instruct-v0.2
mistralai_Mistral-7B-Instruct-v0.2_vs_Qwen_Qwen3-4B,0.8245867768595041,3.3419421487603307,2.381198347107438,6.836458333333334,disguising/model-responses/base_500/mistralai_Mistral-7B-Instruct-v0.2.csv,disguising/model-responses/base_500/Qwen_Qwen3-4B.csv,mistralai_Mistral-7B-Instruct-v0.2,Qwen_Qwen3-4B
Qwen_Qwen3-8B_vs_mistralai_Mistral-7B-Instruct-v0.2,0.8243298969072164,3.4359504132231407,2.7045454545454546,6.68058690744921,disguising/model-responses/base_500/Qwen_Qwen3-8B.csv,disguising/model-responses/base_500/mistralai_Mistral-7B-Instruct-v0.2.csv,Qwen_Qwen3-8B,mistralai_Mistral-7B-Instruct-v0.2
mistralai_Mistral-7B-Instruct-v0.2_vs_Qwen_Qwen3-8B,0.8243298969072164,3.351239669421488,2.381198347107438,6.89278350515464,disguising/model-responses/base_500/mistralai_Mistral-7B-Instruct-v0.2.csv,disguising/model-responses/base_500/Qwen_Qwen3-8B.csv,mistralai_Mistral-7B-Instruct-v0.2,Qwen_Qwen3-8B
Qwen_Qwen3-8B_vs_google_gemma-1.1-7b-it,0.8242299794661191,3.453703703703704,2.710905349794239,6.662192393736018,disguising/model-responses/base_500/Qwen_Qwen3-8B.csv,disguising/model-responses/base_500/google_gemma-1.1-7b-it.csv,Qwen_Qwen3-8B,google_gemma-1.1-7b-it
google_gemma-1.1-7b-it_vs_Qwen_Qwen3-8B,0.8242299794661191,3.3989690721649484,2.404123711340206,6.787474332648871,disguising/model-responses/base_500/google_gemma-1.1-7b-it.csv,disguising/model-responses/base_500/Qwen_Qwen3-8B.csv,google_gemma-1.1-7b-it,Qwen_Qwen3-8B
meta-llama_Llama-3-8B-Instruct_vs_microsoft_Phi-4-mini-reasoning,0.8239039665970772,3.276729559748428,2.261006289308176,6.726890756302521,disguising/model-responses/base_500/meta-llama_Llama-3-8B-Instruct.csv,disguising/model-responses/base_500/microsoft_Phi-4-mini-reasoning.csv,meta-llama_Llama-3-8B-Instruct,microsoft_Phi-4-mini-reasoning
microsoft_Phi-4-mini-reasoning_vs_meta-llama_Llama-3-8B-Instruct,0.8239039665970772,3.402127659574468,2.727659574468085,5.978908188585608,disguising/model-responses/base_500/microsoft_Phi-4-mini-reasoning.csv,disguising/model-responses/base_500/meta-llama_Llama-3-8B-Instruct.csv,microsoft_Phi-4-mini-reasoning,meta-llama_Llama-3-8B-Instruct
google_gemma-2-2b-it_vs_Qwen_Qwen3-1.7B,0.8237270875763748,3.1526639344262297,2.182377049180328,6.41905737704918,disguising/model-responses/base_500/google_gemma-2-2b-it.csv,disguising/model-responses/base_500/Qwen_Qwen3-1.7B.csv,google_gemma-2-2b-it,Qwen_Qwen3-1.7B
Qwen_Qwen3-1.7B_vs_google_gemma-2-2b-it,0.8237270875763748,3.3948979591836737,2.591836734693877,6.450704225352113,disguising/model-responses/base_500/Qwen_Qwen3-1.7B.csv,disguising/model-responses/base_500/google_gemma-2-2b-it.csv,Qwen_Qwen3-1.7B,google_gemma-2-2b-it
mistralai_Mistral-7B-Instruct-v0.2_vs_microsoft_Phi-4-mini-reasoning,0.8234375,3.205263157894737,2.1989473684210528,6.657949790794979,disguising/model-responses/base_500/mistralai_Mistral-7B-Instruct-v0.2.csv,disguising/model-responses/base_500/microsoft_Phi-4-mini-reasoning.csv,mistralai_Mistral-7B-Instruct-v0.2,microsoft_Phi-4-mini-reasoning
microsoft_Phi-4-mini-reasoning_vs_mistralai_Mistral-7B-Instruct-v0.2,0.8234375,3.3340380549682878,2.692389006342495,5.966019417475728,disguising/model-responses/base_500/microsoft_Phi-4-mini-reasoning.csv,disguising/model-responses/base_500/mistralai_Mistral-7B-Instruct-v0.2.csv,microsoft_Phi-4-mini-reasoning,mistralai_Mistral-7B-Instruct-v0.2
microsoft_Phi-4-mini-reasoning_vs_google_gemma-3-1b-it,0.8232142857142858,3.389596602972399,2.715498938428875,6.0,disguising/model-responses/base_500/microsoft_Phi-4-mini-reasoning.csv,disguising/model-responses/base_500/google_gemma-3-1b-it.csv,microsoft_Phi-4-mini-reasoning,google_gemma-3-1b-it
google_gemma-3-1b-it_vs_microsoft_Phi-4-mini-reasoning,0.8232142857142858,3.2320675105485237,2.2415611814345997,6.495753715498938,disguising/model-responses/base_500/google_gemma-3-1b-it.csv,disguising/model-responses/base_500/microsoft_Phi-4-mini-reasoning.csv,google_gemma-3-1b-it,microsoft_Phi-4-mini-reasoning
microsoft_Phi-4-mini-reasoning_vs_allenai_Molmo-7B-O-0924,0.823100616016427,3.3270833333333334,2.6958333333333333,6.063095238095238,disguising/model-responses/base_500/microsoft_Phi-4-mini-reasoning.csv,disguising/model-responses/base_500/allenai_Molmo-7B-O-0924.csv,microsoft_Phi-4-mini-reasoning,allenai_Molmo-7B-O-0924
allenai_Molmo-7B-O-0924_vs_microsoft_Phi-4-mini-reasoning,0.823100616016427,3.228215767634855,2.230290456431536,6.657349896480331,disguising/model-responses/base_500/allenai_Molmo-7B-O-0924.csv,disguising/model-responses/base_500/microsoft_Phi-4-mini-reasoning.csv,allenai_Molmo-7B-O-0924,microsoft_Phi-4-mini-reasoning
meta-llama_Llama-3.1-8B-Instruct_vs_Qwen_Qwen2.5-Coder-7B-Instruct,0.8230999999999999,3.189,2.363,6.292585170340681,disguising/model-responses/base_500/meta-llama_Llama-3.1-8B-Instruct.csv,disguising/model-responses/base_500/Qwen_Qwen2.5-Coder-7B-Instruct.csv,meta-llama_Llama-3.1-8B-Instruct,Qwen_Qwen2.5-Coder-7B-Instruct
Qwen_Qwen2.5-Coder-7B-Instruct_vs_meta-llama_Llama-3.1-8B-Instruct,0.8230999999999999,3.2600401606425704,2.4166666666666665,6.501004016064257,disguising/model-responses/base_500/Qwen_Qwen2.5-Coder-7B-Instruct.csv,disguising/model-responses/base_500/meta-llama_Llama-3.1-8B-Instruct.csv,Qwen_Qwen2.5-Coder-7B-Instruct,meta-llama_Llama-3.1-8B-Instruct
microsoft_Phi-4-mini-reasoning_vs_google_gemma-1.1-7b-it,0.8227835051546393,3.371308016877637,2.759493670886076,6.064476885644769,disguising/model-responses/base_500/microsoft_Phi-4-mini-reasoning.csv,disguising/model-responses/base_500/google_gemma-1.1-7b-it.csv,microsoft_Phi-4-mini-reasoning,google_gemma-1.1-7b-it
google_gemma-1.1-7b-it_vs_microsoft_Phi-4-mini-reasoning,0.8227835051546393,3.258872651356994,2.2045929018789145,6.60625,disguising/model-responses/base_500/google_gemma-1.1-7b-it.csv,disguising/model-responses/base_500/microsoft_Phi-4-mini-reasoning.csv,google_gemma-1.1-7b-it,microsoft_Phi-4-mini-reasoning
